target,day_obs,visit,detector,band,physical_filter,ra,dec,zenithDistance,zeroPoint,skyBg,skyNoise,psfSigma,psfArea,nPsfStar,astromOffsetMean,astromOffsetStd,expTime,astrometry_matches_count,cosmic_ray_count,final_psf_sigma,matched_psf_star_count,photometry_matches_count,psf_available_star_count,psf_good_star_count,saturated_source_count,star_count
extended_objects,20251028,94322088,0,r,R,309.0724860613267,56.86788194349069,34.147071838378906,27.734914779663086,302.8364562988281,14.851968765258789,3.4448161125183105,227.56350708007812,15,0.029130594804883003,0.014496252872049809,60.0,20.0,26.0,3.4167433221324184,21.0,29.0,24.0,22.0,5.0,38.0
extended_objects,20251028,94322089,0,halpha,Halpha,309.07233548378747,56.86790390933856,35.04340362548828,26.25714683532715,49.285545349121094,8.931106567382812,3.7605905532836914,204.9827423095703,9,0.07060976326465607,0.0379338338971138,600.0,11.0,182.0,3.5988524855226345,14.0,21.0,12.0,12.0,3.0,25.0
extended_objects,20251028,94322091,0,oiii,OIII,309.0745764295711,56.86819244967182,36.8297233581543,26.830074310302734,77.62901306152344,9.197172164916992,4.156514644622803,250.532470703125,6,0.08340861648321152,0.03406225144863129,600.0,9.0,199.0,4.046133595338116,9.0,8.0,8.0,8.0,2.0,8.0
extended_objects,20251028,94322093,0,r,R,311.84221189791987,0.30883937718851734,57.05973815917969,27.5183048248291,559.61669921875,19.2244815826416,5.035433292388916,353.49578857421875,4,0.03470579907298088,0.0031932194251567125,60.0,10.0,15.0,5.101025316249853,5.0,5.0,14.0,13.0,7.0,8.0
extended_objects,20251028,94322094,0,r,R,311.8422558906355,0.3089455701390029,58.272098541259766,30.1926326751709,5803.8134765625,84.72898864746094,3.876615524291992,227.58277893066406,12,0.02253950573503971,0.015494226478040218,600.0,31.0,151.0,3.8758712964350406,20.0,22.0,32.0,31.0,9.0,27.0
extended_objects,20251028,94322096,0,r,R,322.2488071581403,11.378307189099003,46.4672966003418,27.74412727355957,392.68621826171875,17.445756912231445,3.8089780807495117,215.38331604003906,12,0.034155573695898056,0.02350563555955887,60.0,19.0,19.0,3.8106139510528814,21.0,23.0,15.0,14.0,5.0,29.0
extended_objects,20251028,94322097,0,halpha,Halpha,322.248700496631,11.3783507438889,47.77131271362305,26.1628475189209,58.17137145996094,9.651930809020996,4.336546897888184,271.59576416015625,2,0.023829827085137367,0.013477914035320282,600.0,5.0,146.0,4.259588240975732,4.0,5.0,5.0,5.0,0.0,7.0
extended_objects,20251028,94322099,0,r,R,339.27262856741913,34.42287538299812,24.87010955810547,28.327688217163086,419.6141357421875,21.508281707763672,3.3680076599121094,145.6994171142578,19,0.030241157859563828,0.019820980727672577,100.0,23.0,48.0,3.3595464076050323,27.0,28.0,30.0,29.0,2.0,36.0
extended_objects,20251028,94322101,0,halpha,Halpha,339.27246783719954,34.42293342306492,26.78894805908203,26.226455688476562,37.43240737915039,11.157845497131348,3.6753172874450684,254.84202575683594,3,0.05626280978322029,0.03231022134423256,600.0,8.0,190.0,3.5634529865880586,4.0,6.0,6.0,6.0,3.0,8.0
extended_objects,20251028,94322102,0,oiii,OIII,339.2738309341788,34.422761846240874,28.89890480041504,26.820100784301758,69.77162170410156,9.484626770019531,3.330683946609497,188.5131378173828,8,0.10975227504968643,0.05602351203560829,600.0,14.0,181.0,3.3270727536039515,10.0,13.0,14.0,14.0,4.0,13.0
extended_objects,20251028,94322103,0,r,R,347.12794679469346,-15.583647680884235,59.678226470947266,27.403240203857422,71.15852355957031,8.431102752685547,4.866992473602295,308.69744873046875,3,4.198332306803998e-11,6.610658635081146e-12,10.0,3.0,3.0,4.79830611564523,6.0,5.0,6.0,6.0,4.0,12.0
extended_objects,20251028,94322104,0,r,R,347.11040958454635,-15.608327982441175,59.959434509277344,28.359588623046875,855.119873046875,23.921756744384766,3.865682601928711,218.65065002441406,7,0.03903397172689438,0.020127931609749794,120.0,38.0,53.0,3.8660881137823386,17.0,20.0,45.0,43.0,5.0,28.0
extended_objects,20251028,94322111,0,r,R,359.6038358796347,61.21044835605521,29.512006759643555,26.661666870117188,82.79161834716797,9.666443824768066,2.4723713397979736,87.92310333251953,178,0.029409484937787056,0.01810133084654808,20.0,236.0,15.0,2.4743190996959825,225.0,299.0,239.0,223.0,28.0,320.0
extended_objects,20251028,94322112,0,r,R,359.60401524041015,61.21045523212262,29.63629913330078,25.885499954223633,40.93879699707031,8.097575187683105,3.0932459831237793,138.13052368164062,93,0.03621345013380051,0.020375298336148262,10.0,142.0,5.0,3.094274380751676,123.0,185.0,139.0,131.0,18.0,189.0
extended_objects,20251028,94322113,0,halpha,Halpha,359.6033156034687,61.210139459681486,29.941360473632812,25.454242706298828,17.801544189453125,110.00567626953125,3.053185224533081,138.52415466308594,5,0.09309612959623337,0.0485881045460701,300.0,107.0,168.0,3.052495062949784,14.0,22.0,112.0,103.0,5.0,22.0
extended_objects,20251028,94322115,0,oiii,OIII,359.6055079185388,61.20968533795368,30.787288665771484,26.817720413208008,67.14604949951172,13.667834281921387,3.380275249481201,168.7772216796875,29,0.07347661256790161,0.03422868996858597,600.0,98.0,184.0,3.3785462174037857,55.0,88.0,99.0,81.0,8.0,86.0
extended_objects,20251028,94322116,0,r,R,5.496372761113736,22.405556918713764,27.33456039428711,25.829004287719727,41.49720001220703,7.32557487487793,3.737015962600708,182.4612579345703,3,0.011722776107490063,0.010335264727473259,10.0,4.0,2.0,3.7355078772997983,4.0,5.0,4.0,4.0,1.0,4.0
extended_objects,20251028,94322117,0,r,R,5.496413317904437,22.40556091461465,27.723297119140625,28.501508712768555,587.7981567382812,677.723388671875,3.7916181087493896,229.55470275878906,1,0.01717487722635269,0.008677897974848747,120.0,7.0,38.0,3.792524715897207,2.0,2.0,11.0,10.0,2.0,2.0
extended_objects,20251028,94322121,0,r,R,9.820531012780782,0.8878240645457692,44.76306915283203,28.497333526611328,620.2991333007812,20.43401336669922,3.9685680866241455,246.30471801757812,4,0.0426410473883152,0.019615717232227325,120.0,5.0,42.0,3.970591358204779,6.0,6.0,7.0,7.0,2.0,7.0
extended_objects,20251028,94322124,0,r,R,10.152919427510948,40.750638360127574,25.38746452331543,25.91388702392578,46.89915084838867,7.68059778213501,2.992737054824829,136.84088134765625,25,0.042728032916784286,0.029726028442382812,10.0,27.0,6.0,2.9918249172271856,27.0,36.0,29.0,29.0,2.0,38.0
extended_objects,20251028,94322125,0,r,R,10.152831499280824,40.750680431595136,25.71156883239746,27.861948013305664,280.06683349609375,15.937402725219727,2.8465142250061035,124.24427032470703,27,0.03214519843459129,0.023552507162094116,60.0,38.0,27.0,2.850820956417478,32.0,34.0,57.0,57.0,5.0,44.0
extended_objects,20251028,94322126,0,halpha,Halpha,10.152621005583317,40.75045833271238,26.861759185791016,25.553226470947266,38.357177734375,17.32073974609375,3.3682966232299805,165.40325927734375,6,0.09342590719461441,0.05020182207226753,600.0,20.0,196.0,3.329238478977509,7.0,11.0,21.0,21.0,7.0,11.0
extended_objects,20251028,94322127,0,oiii,OIII,10.153816559258669,40.74986311347762,28.873971939086914,26.8645076751709,76.21597290039062,9.167500495910645,3.616964817047119,193.41502380371094,8,0.09929855912923813,0.03416527062654495,600.0,25.0,205.0,3.5967629049898813,9.0,11.0,24.0,24.0,2.0,11.0
extended_objects,20251028,94322131,0,r,R,78.35829104825838,37.44331926679524,21.267166137695312,25.953838348388672,28.550399780273438,280.1839294433594,3.6529715061187744,181.30894470214844,2,0.041812386363744736,0.027931779623031616,10.0,20.0,10.0,3.6582639673713717,4.0,3.0,21.0,20.0,2.0,4.0
extended_objects,20251028,94322132,0,oiii,OIII,78.35955687780931,37.44205660885781,20.12738800048828,26.91546630859375,50.591835021972656,8.95089340209961,3.404139757156372,187.74578857421875,20,0.08282920718193054,0.04317059740424156,600.0,32.0,210.0,3.4130294865158683,27.0,41.0,34.0,31.0,6.0,46.0
extended_objects,20251028,94322133,0,r,R,87.24562951161333,30.1824304136068,27.964677810668945,25.84404945373535,31.96051025390625,7.895366668701172,3.221315383911133,168.70516967773438,72,0.040789589285850525,0.02537183277308941,10.0,96.0,2.0,3.21979731596137,88.0,103.0,94.0,90.0,12.0,128.0
extended_objects,20251028,94322134,0,halpha,Halpha,87.24558585110753,30.18254160923744,27.230697631835938,25.56845474243164,9.926145553588867,8.494075775146484,3.34077787399292,188.7661590576172,12,0.0862753763794899,0.044794969260692596,300.0,65.0,102.0,3.2833083621788517,57.0,78.0,23.0,20.0,5.0,94.0
extended_objects,20251028,94322135,0,oiii,OIII,87.24675554740801,30.18173802962109,26.124711990356445,26.132402420043945,24.88505744934082,7.874810695648193,3.4059717655181885,195.2410888671875,42,0.0862763375043869,0.04709485173225403,300.0,59.0,82.0,3.4045450765091076,59.0,81.0,59.0,53.0,9.0,99.0
extended_objects,20251028,94322136,0,r,R,79.52626991150014,13.411886041526524,30.72110366821289,25.877893447875977,35.569515228271484,8.05555534362793,2.245920181274414,92.3109359741211,24,0.046121254563331604,0.02972712367773056,10.0,31.0,5.0,2.2480481407483244,30.0,31.0,28.0,28.0,4.0,32.0
extended_objects,20251028,94322137,0,r,R,79.51494613033238,13.41185848777882,30.504724502563477,25.011232376098633,14.99402141571045,7.188963890075684,3.587228775024414,198.56361389160156,4,0.0623195581138134,0.03397374972701073,5.0,8.0,2.0,3.623395247222261,5.0,8.0,6.0,6.0,1.0,8.0
extended_objects,20251028,94322138,0,halpha,Halpha,79.51476244617818,13.411984503214931,30.03804588317871,25.570756912231445,15.179388046264648,9.028717994689941,2.798434019088745,30.220727920532227,6,0.11090610921382904,0.061070796102285385,300.0,8.0,94.0,2.856517585720193,7.0,8.0,8.0,8.0,1.0,9.0
extended_objects,20251028,94322139,0,oiii,OIII,79.5158144183183,13.411132504197296,29.291915893554688,26.213375091552734,27.701892852783203,7.676733493804932,3.161198377609253,148.58074951171875,7,0.11035174131393433,0.05220594257116318,300.0,9.0,94.0,3.1609820958913115,9.0,12.0,8.0,8.0,2.0,13.0
hd189733,20250803,93461039,0,b,B,300.1762772842312,22.70597367902295,33.513938903808594,23.5626277923584,7.384639739990234,6.220066547393799,2.6328182220458984,111.0013656616211,16,0.06125577911734581,0.03428557515144348,4.0,21.0,4.0,2.6344135517131813,25.0,37.0,16.0,16.0,3.0,32.0
hd189733,20250803,93461040,0,b,B,300.1761142643676,22.7059886479147,33.39705276489258,23.569778442382812,7.238163471221924,6.230605602264404,2.677368640899658,110.23856353759766,23,0.03737936168909073,0.016780836507678032,4.0,21.0,4.0,2.6742328760879435,25.0,49.0,23.0,23.0,1.0,28.0
hd189733,20250803,93461041,0,b,B,300.17621869036367,22.705839307736166,33.28054428100586,23.575511932373047,7.1654052734375,6.238584041595459,2.182936191558838,83.79984283447266,23,0.04616783931851387,0.019685016945004463,4.0,24.0,9.0,2.1838780985825665,28.0,36.0,25.0,25.0,1.0,29.0
hd189733,20250803,93461042,0,b,B,300.1762182935094,22.706100012408996,33.16381072998047,23.578811645507812,6.96415901184082,6.259365081787109,2.0875205993652344,76.50523376464844,25,0.04138731211423874,0.023442480713129044,4.0,31.0,8.0,2.0875777114072696,31.0,39.0,28.0,28.0,3.0,33.0
hd189733,20250803,93461043,0,b,B,300.17620143333664,22.705999754833737,33.04731750488281,23.579862594604492,6.5753173828125,6.2314653396606445,2.287163257598877,86.14761352539062,26,0.04358110949397087,0.01866728439927101,4.0,26.0,5.0,2.286078437504942,31.0,41.0,27.0,27.0,4.0,34.0
hd189733,20250803,93461044,0,b,B,300.17608227157973,22.705895574054104,32.93086624145508,23.574111938476562,7.27431058883667,6.218265056610107,2.217898368835449,80.01873016357422,27,0.04477987438440323,0.025766117498278618,4.0,32.0,9.0,2.2096652497274745,28.0,50.0,34.0,34.0,3.0,30.0
hd189733,20250803,93461045,0,b,B,300.17611922360726,22.705977450260185,32.81439208984375,23.571264266967773,7.083067417144775,6.210028648376465,2.6841089725494385,107.83602905273438,22,0.041133347898721695,0.023779913783073425,4.0,19.0,8.0,2.674172911609058,26.0,39.0,22.0,22.0,3.0,31.0
hd189733,20250803,93461046,0,b,B,300.1762221783909,22.705961869066062,32.69823455810547,23.565296173095703,6.8628926277160645,6.207980632781982,2.5949254035949707,111.84656524658203,18,0.04629160836338997,0.021212048828601837,4.0,22.0,13.0,2.595054857518949,27.0,37.0,18.0,18.0,3.0,30.0
hd189733,20250803,93461047,0,b,B,300.1763137212156,22.705948436639048,32.582157135009766,23.576248168945312,7.642374038696289,6.193500995635986,2.3372814655303955,87.43685913085938,24,0.03426100313663483,0.017538608983159065,4.0,23.0,7.0,2.336881346564262,29.0,38.0,24.0,24.0,3.0,31.0
hd189733,20250803,93461048,0,b,B,300.1762898716205,22.705925297582823,32.46609115600586,23.554447174072266,7.442698955535889,6.186568737030029,2.76246976852417,125.1700439453125,18,0.046887870877981186,0.019823381677269936,4.0,20.0,10.0,2.755604662401928,23.0,34.0,18.0,18.0,1.0,27.0
hd189733,20250803,93461049,0,b,B,300.1763075023201,22.705870770910536,32.35013198852539,23.583948135375977,7.1860833168029785,6.194117069244385,2.052064895629883,73.46878051757812,25,0.03989431634545326,0.02122444100677967,4.0,28.0,6.0,2.054862624643616,30.0,38.0,28.0,28.0,3.0,31.0
hd189733,20250803,93461050,0,b,B,300.1761851468106,22.705782925449093,32.23421096801758,23.568025588989258,7.1395769119262695,6.200007915496826,2.41481614112854,101.26423645019531,21,0.04458490014076233,0.022767970338463783,4.0,15.0,7.0,2.417064500711713,26.0,32.0,23.0,23.0,4.0,29.0
hd189733,20250803,93461051,0,b,B,300.17627790877697,22.705952931682017,32.118431091308594,23.58666229248047,7.106504440307617,6.214136600494385,2.1978566646575928,79.44713592529297,23,0.05381428450345993,0.02590775303542614,4.0,26.0,3.0,2.200001324224243,30.0,39.0,24.0,24.0,4.0,33.0
hd189733,20250803,93461052,0,b,B,300.17626291559844,22.70593927693719,32.00273895263672,23.583351135253906,6.943005561828613,6.220063209533691,2.6038575172424316,99.9888687133789,21,0.05291392654180527,0.024931054562330246,4.0,21.0,3.0,2.6128892560536316,27.0,38.0,21.0,21.0,3.0,33.0
hd189733,20250803,93461053,0,b,B,300.1762568533335,22.70598099674119,31.887115478515625,23.57523536682129,6.77131462097168,6.227479457855225,2.380166530609131,94.27511596679688,21,0.05110442265868187,0.022534679621458054,4.0,25.0,8.0,2.3823103400951195,28.0,36.0,23.0,23.0,3.0,31.0
hd189733,20250803,93461054,0,b,B,300.17627873449464,22.705940266019905,31.771644592285156,23.581396102905273,6.664846420288086,6.231393337249756,2.4145424365997314,95.04247283935547,21,0.05147567018866539,0.02416309155523777,4.0,23.0,4.0,2.414839556708416,26.0,35.0,23.0,23.0,3.0,31.0
hd189733,20250803,93461055,0,b,B,300.1761680348609,22.70590589052048,31.656169891357422,23.577831268310547,7.2194671630859375,6.224277973175049,2.2287769317626953,82.44068145751953,28,0.042570408433675766,0.018917318433523178,4.0,32.0,5.0,2.227069980034886,33.0,42.0,31.0,31.0,1.0,35.0
hd189733,20250803,93461056,0,b,B,300.1761321961641,22.706122072224638,31.54072380065918,23.580894470214844,7.424515247344971,6.202088832855225,2.5026066303253174,97.40084838867188,18,0.058225132524967194,0.03292850777506828,4.0,20.0,5.0,2.4901910720929643,25.0,34.0,20.0,20.0,3.0,28.0
hd189733,20250803,93461057,0,b,B,300.1762064916567,22.70586065951033,31.425737380981445,23.576019287109375,7.222448825836182,6.217169284820557,2.375359296798706,91.60236358642578,24,0.05213066563010216,0.019806010648608208,4.0,29.0,5.0,2.3771551642139075,28.0,54.0,26.0,26.0,3.0,31.0
hd189733,20250803,93461058,0,b,B,300.17628871714265,22.706016146055237,31.31062126159668,23.585887908935547,7.303164958953857,6.197905540466309,2.3312647342681885,88.88953399658203,26,0.050969917327165604,0.026351934298872948,4.0,32.0,5.0,2.3308105098777094,29.0,52.0,32.0,32.0,3.0,30.0
hd189733,20250803,93461059,0,b,B,300.17630100050286,22.705956088266827,31.195680618286133,23.56498146057129,6.788503646850586,6.204694747924805,2.888648271560669,127.4301528930664,14,0.04622702673077583,0.02921774610877037,4.0,16.0,6.0,2.8672338615286694,18.0,29.0,16.0,16.0,3.0,24.0
hd189733,20250803,93461060,0,b,B,300.176239518938,22.70594144321306,31.08076286315918,23.58060646057129,6.89766788482666,6.188945293426514,2.2987139225006104,87.64997863769531,22,0.04418695718050003,0.021335015073418617,4.0,23.0,10.0,2.299442978756612,29.0,40.0,24.0,24.0,3.0,35.0
hd189733,20250803,93461061,0,b,B,300.17618302847677,22.706018271269283,30.965906143188477,23.576705932617188,6.831188678741455,6.219597816467285,2.028775691986084,76.02465057373047,27,0.0470680296421051,0.021257570013403893,4.0,33.0,7.0,2.02365852968197,30.0,53.0,35.0,35.0,1.0,31.0
hd189733,20250803,93461062,0,b,B,300.1762585147411,22.705812546623246,30.851293563842773,23.586374282836914,6.49737024307251,6.215202331542969,2.4226911067962646,87.194580078125,21,0.04159785434603691,0.022157374769449234,4.0,24.0,5.0,2.409490363658994,26.0,33.0,24.0,23.0,3.0,27.0
hd189733,20250803,93461063,0,b,B,300.1763021800368,22.705950267071252,30.7366943359375,23.57451057434082,6.623569488525391,6.22096061706543,2.4215075969696045,92.56489562988281,21,0.034329406917095184,0.01931510493159294,4.0,22.0,5.0,2.4158202353281144,28.0,55.0,22.0,22.0,3.0,31.0
hd189733,20250803,93461064,0,b,B,300.1762306686873,22.705942312072512,30.62220573425293,23.579647064208984,7.340294361114502,6.22481632232666,2.493128776550293,98.65548706054688,23,0.049207691103219986,0.02449250966310501,4.0,22.0,9.0,2.494590257776509,28.0,37.0,23.0,23.0,3.0,32.0
hd189733,20250803,93461065,0,b,B,300.17627941835127,22.706011304098194,30.507875442504883,23.577024459838867,7.286494255065918,6.233471870422363,2.457933187484741,99.65855407714844,21,0.04649047926068306,0.023287279531359673,4.0,21.0,3.0,2.4551405359225518,25.0,40.0,21.0,21.0,1.0,36.0
hd189733,20250803,93461066,0,b,B,300.17619961434224,22.705937471343308,30.39361572265625,23.796546936035156,7.37362003326416,6.229771614074707,2.404726266860962,102.83766174316406,20,0.04227190092206001,0.021765422075986862,4.0,21.0,9.0,2.4054404862594376,25.0,35.0,21.0,20.0,1.0,30.0
hd189733,20250803,93461067,0,b,B,300.22671052004944,22.755776548180553,30.28799819946289,29.8680477142334,6.656881332397461,6.222453594207764,2.4432947635650635,91.06395721435547,25,0.5559709668159485,0.33397752046585083,4.0,5.0,6.0,2.4369312087306847,29.0,53.0,27.0,27.0,4.0,32.0
hd189733,20250803,93461068,0,b,B,300.1762638600601,22.705933887075734,30.16559410095215,23.581260681152344,6.60850715637207,6.2220683097839355,2.519888162612915,101.00918579101562,19,0.052888013422489166,0.025891844183206558,4.0,21.0,6.0,2.5252846669182882,26.0,38.0,19.0,19.0,3.0,31.0
hd189733,20250803,93461069,0,b,B,300.17623120751864,22.705900879519866,30.05173110961914,23.57583999633789,6.576296806335449,6.223339557647705,2.628150463104248,113.52134704589844,21,0.04766052961349487,0.029919425025582314,4.0,22.0,2.0,2.62922580664596,25.0,49.0,22.0,22.0,1.0,27.0
hd189733,20250803,93461070,0,b,B,300.17631200944453,22.70581762143094,29.9381046295166,23.797033309936523,6.326157569885254,6.221604824066162,1.935080647468567,67.46265411376953,27,0.040449660271406174,0.020787129178643227,4.0,33.0,9.0,1.9457480725092355,29.0,38.0,31.0,31.0,5.0,29.0
hd189733,20250803,93461071,0,b,B,300.17622706221215,22.70603794664003,29.824296951293945,23.775224685668945,6.355922698974609,6.214085102081299,2.4867658615112305,91.4819107055664,18,0.05597808584570885,0.032168157398700714,4.0,20.0,5.0,2.486849768191207,27.0,39.0,20.0,19.0,3.0,33.0
hd189733,20250803,93461072,0,b,B,300.1762661851545,22.705885291823666,29.710895538330078,23.588159561157227,7.26163387298584,6.205660820007324,2.5502102375030518,108.66209411621094,20,0.05283587425947189,0.020496077835559845,4.0,23.0,7.0,2.5498571242203947,25.0,33.0,20.0,20.0,1.0,29.0
hd189733,20250803,93461073,0,b,B,300.17623383882005,22.705917530709346,29.597488403320312,23.58167266845703,7.057345390319824,6.197693347930908,2.1787242889404297,83.64368438720703,23,0.04080609232187271,0.016828037798404694,4.0,27.0,7.0,2.1756118584236086,29.0,38.0,26.0,26.0,1.0,34.0
hd189733,20250803,93461074,0,b,B,300.1763082407131,22.705805291059395,29.484405517578125,23.5650577545166,6.953799247741699,6.210751533508301,2.988924026489258,136.7016143798828,11,0.04016810283064842,0.031143372878432274,4.0,11.0,5.0,3.0165905328761506,20.0,32.0,12.0,12.0,3.0,25.0
hd189733,20250803,93461075,0,b,B,300.1762313505439,22.705815426796814,29.371206283569336,23.590036392211914,6.477386474609375,6.209038257598877,2.271024703979492,82.69214630126953,21,0.05486278980970383,0.03131991624832153,4.0,27.0,6.0,2.2638922082286683,27.0,34.0,27.0,27.0,3.0,28.0
hd189733,20250803,93461076,0,b,B,300.17637133173287,22.7061175352185,29.2581844329834,23.580699920654297,6.442330360412598,6.2277116775512695,2.4378886222839355,99.17186737060547,27,0.047772519290447235,0.029917843639850616,4.0,27.0,5.0,2.430936070009478,30.0,54.0,28.0,28.0,3.0,32.0
hd189733,20250803,93461077,0,b,B,300.1762403625973,22.705968454985126,29.145334243774414,23.585168838500977,6.487632751464844,6.229118347167969,2.455900192260742,99.69123840332031,20,0.038627222180366516,0.029638871550559998,4.0,19.0,5.0,2.4646298654793655,26.0,36.0,20.0,20.0,3.0,32.0
hd189733,20250803,93461078,0,b,B,300.1762518664854,22.705749341764342,29.03276824951172,23.587133407592773,6.640812873840332,6.219780921936035,2.1858069896698,80.876708984375,23,0.05365587770938873,0.03285732865333557,4.0,27.0,2.0,2.192925256142157,28.0,35.0,26.0,26.0,3.0,32.0
hd189733,20250803,93461079,0,b,B,300.1761995310012,22.705973685530147,28.919898986816406,23.582054138183594,6.575810432434082,6.212654113769531,2.5726709365844727,91.50988006591797,16,0.044593967497348785,0.01473512314260006,4.0,15.0,4.0,2.577560251194269,20.0,30.0,16.0,16.0,3.0,25.0
hd189733,20250803,93461080,0,b,B,300.1762377945797,22.70598516746209,28.807456970214844,23.57829475402832,6.36895751953125,6.219789505004883,2.599740743637085,105.61640167236328,21,0.04271461442112923,0.020747311413288116,4.0,21.0,10.0,2.5989049721757853,26.0,49.0,24.0,23.0,1.0,29.0
hd189733,20250803,93461081,0,b,B,300.1761931800168,22.70611603356434,28.695053100585938,23.805641174316406,6.407741546630859,6.228333473205566,2.233570098876953,86.05245208740234,22,0.04225919023156166,0.02492181397974491,4.0,25.0,3.0,2.236927245215102,28.0,37.0,23.0,23.0,4.0,34.0
hd189733,20250803,93461082,0,b,B,300.17608604235556,22.705823762802467,28.5830020904541,23.566511154174805,6.2218828201293945,6.236701965332031,3.0334858894348145,139.67311096191406,13,0.056933268904685974,0.03027612902224064,4.0,13.0,3.0,3.02952346368563,21.0,32.0,13.0,13.0,2.0,24.0
hd189733,20250803,93461083,0,b,B,300.17633690530926,22.70600603971128,28.471067428588867,23.578990936279297,7.085047721862793,6.222968578338623,2.646751642227173,110.00172424316406,20,0.039960604161024094,0.021254347637295723,4.0,20.0,8.0,2.643694534202124,24.0,35.0,20.0,20.0,3.0,29.0
hd189733,20250803,93461084,0,b,B,300.17638715170875,22.7059855879173,28.35922622680664,23.37105941772461,6.334073066711426,6.225857734680176,2.9986319541931152,130.99989318847656,5,0.06179409474134445,0.027112452313303947,4.0,9.0,4.0,2.832369568454427,9.0,17.0,9.0,9.0,2.0,11.0
hd189733,20250803,93461085,0,b,B,300.17637771335876,22.705913800832292,28.247581481933594,23.587562561035156,6.9254350662231445,6.23319673538208,2.1295201778411865,78.39381408691406,28,0.0566694475710392,0.029156174510717392,4.0,31.0,7.0,2.1222284870492154,31.0,59.0,32.0,32.0,3.0,32.0
hd189733,20250803,93461086,0,b,B,300.1762863065926,22.706071740277313,28.13582420349121,23.57845115661621,6.183521747589111,6.242724895477295,2.6591391563415527,112.9153823852539,22,0.047942567616701126,0.024860670790076256,4.0,22.0,7.0,2.650690387742346,28.0,36.0,22.0,22.0,1.0,31.0
hd189733,20250803,93461087,0,b,B,300.1762173351085,22.70579599703878,28.024532318115234,23.589075088500977,6.851999282836914,6.245611667633057,2.5455336570739746,100.58613586425781,20,0.04977048933506012,0.02703983150422573,4.0,22.0,2.0,2.5359205026596445,25.0,50.0,25.0,23.0,4.0,28.0
hd189733,20250803,93461088,0,b,B,300.1763418973637,22.706009060946087,27.91323471069336,23.590843200683594,6.1744842529296875,6.224174976348877,2.334014892578125,90.67585754394531,24,0.049450017511844635,0.03339559584856033,4.0,25.0,6.0,2.330065343892189,29.0,37.0,25.0,25.0,1.0,32.0
hd189733,20250803,93461089,0,b,B,300.1762819951422,22.705830584997706,27.802169799804688,23.572830200195312,7.120599746704102,6.23267126083374,2.4672772884368896,101.93864440917969,23,0.05165144056081772,0.026674536988139153,4.0,26.0,8.0,2.4697670495541892,27.0,48.0,27.0,26.0,1.0,30.0
hd189733,20250803,93461090,0,b,B,300.1763080586906,22.705988980442836,27.691146850585938,23.579147338867188,6.733116149902344,6.23344612121582,2.2914860248565674,94.36109161376953,22,0.05832841619849205,0.026120267808437347,4.0,26.0,3.0,2.287006461706644,28.0,35.0,23.0,23.0,3.0,30.0
hd189733,20250803,93461091,0,b,B,300.1762819024631,22.705936246137696,27.58037757873535,23.598562240600586,6.92729377746582,6.220279693603516,2.3768138885498047,95.36204528808594,22,0.048277392983436584,0.01820061169564724,4.0,24.0,5.0,2.3750062100500293,28.0,41.0,23.0,23.0,1.0,33.0
hd189733,20250803,93461092,0,b,B,300.1763334275286,22.705936058445882,27.469764709472656,23.57447052001953,6.731070518493652,6.22831916809082,2.370514392852783,106.68016052246094,20,0.051622506231069565,0.026524236425757408,4.0,23.0,9.0,2.3734197617099086,24.0,33.0,22.0,21.0,3.0,30.0
hd189733,20250803,93461093,0,b,B,300.1764627001947,22.70606004654436,27.359325408935547,23.58088493347168,6.415098190307617,6.226808547973633,2.6787469387054443,112.23299407958984,24,0.0475693978369236,0.02324201911687851,4.0,24.0,10.0,2.6796155164973476,27.0,51.0,26.0,26.0,1.0,31.0
hd189733,20250803,93461094,0,b,B,300.1763379684756,22.705982909127705,27.248992919921875,23.584550857543945,6.66652250289917,6.234257698059082,2.356945753097534,90.41102600097656,21,0.03306146711111069,0.014942171052098274,4.0,12.0,3.0,2.356862441883057,27.0,37.0,23.0,22.0,11.0,31.0
hd189733,20250803,93461095,0,b,B,300.1763111634026,22.70590458268773,27.13890266418457,23.59076690673828,6.497888088226318,6.228163719177246,2.279421806335449,85.6424789428711,21,0.062309760600328445,0.03250277787446976,4.0,25.0,6.0,2.2731487612011745,26.0,34.0,26.0,25.0,2.0,29.0
hd189733,20250803,93461096,0,b,B,300.1762985354404,22.705942836266622,27.028799057006836,23.59609031677246,6.454184532165527,6.24493932723999,2.0661587715148926,75.94942474365234,23,0.04745294898748398,0.025004155933856964,4.0,29.0,7.0,2.071127219767669,29.0,38.0,29.0,29.0,3.0,33.0
hd189733,20250803,93461097,0,b,B,300.17630863564904,22.70597666907681,26.91904067993164,23.59690284729004,6.167325496673584,6.229381084442139,2.401660203933716,92.31558990478516,26,0.05796036496758461,0.04324061796069145,4.0,25.0,5.0,2.401650355272567,30.0,59.0,26.0,26.0,1.0,36.0
hd189733,20250803,93461098,0,b,B,300.1764943931981,22.705792596470232,26.809690475463867,23.814241409301758,6.952587127685547,6.235803127288818,2.632619619369507,116.24122619628906,20,0.046389177441596985,0.022018708288669586,4.0,21.0,3.0,2.6249670319412552,23.0,32.0,21.0,21.0,1.0,27.0
